NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,DIST,STAR,MSTAR,RSTAR,TEFF,HD,HR,HIPP,GL
,mjupiter,au,day,,deg,jd,m/s,,,,,rjupiter,pc,,msun,rsun,k,,,,
Kepler-46 b,,0.1969,33.60134,0.01,270,2455053.2943,,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,0.808,855,Kepler-46,0.902,0.938,5155,,,,
epsilon CrB b,6.04937,1.23696,417.9,0.11,133.1,2451235.3,129.4,Lee 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A...5L,Lee 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A...5L,,67.8887,epsilon CrB,1.44,29.1175,4436,143107,,78159,
omicron UMa b,4.09607,3.94973,1630,0.13,58,2453400,33.6,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,54.9149,omicron UMa,3.09,14.1,5242,71369,3323,41704,
TrES-2 b,1.19316,0.0355765,2.47063,0,90,2453957.6358,181.3,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,1.224,212.766,TrES-2,0.983,1.003,5850,,,,
HD 102195 b,0.452799,0.0479747,4.113775,0,0,2453895.96,63,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Ge 2006,http://adsabs.harvard.edu/abs/2006ApJ...648..683G,,29.6384,HD 102195,0.87,0.937994,5291,102195,,57370,
HD 75289 b,0.46004,0.047858,3.509267,0.034,141,2450830.34,54.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Udry 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..590U,,29.146,HD 75289,1.187,1.23372,6095.03,75289,,43177,
HD 185269 b,0.954212,0.0765701,6.8378503,0.295952,171.817,2453154.089,90.692,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...652.1724J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...652.1724J,,50.2765,HD 185269,1.28,2.59,5980,185269,,96507,
WASP-7 b,0.919256,0.0604573,4.954658,0,90,2453985.0149,97,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,0.915,140,WASP-7,1.2,1.236,6400,197286,,,
WASP-41 b,0.931742,0.0404959,3.052401,0,90,2455343.463,135,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,1.2,180.018,WASP-41,0.95,0.9,5450,,,,
BD -10 3166 b,0.429903,0.0437823,3.48777,0.019,334,2451171.22,60.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2000,http://adsabs.harvard.edu/abs/2000ApJ...545..504B,,80,BD -10 3166,0.92,0.745254,5393.03,,,,
HD 190360 b,1.53512,3.97285,2915.0369,0.313105,12.9274,2453541.662,23.2383,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Naef 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1051N,,15.8579,HD 190360,0.983,1.07528,5551.63,190360,7670,98767,777
HAT-P-13 c,14.2696,1.22574,446.27,0.6616,175.29,2455335.448,440,Winn 2010,http://adsabs.harvard.edu/abs/2010ApJ...718..575W,Bakos 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..446B,,202.02,HAT-P-13,1.22,1.56,5653,,,,
GJ 317 b,1.17505,0.953818,692.90002,0.193,344,2451639,71,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..833J,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..833J,,9.17431,GJ 317,0.24,,,,,,317
HD 37605 b,2.80174,0.283337,55.01307,0.6767,220.86,2453378.241,202.99,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,Cochran 2004,http://adsabs.harvard.edu/abs/2004ApJ...611L.133C,,43.9754,HD 37605,1,0.916831,5448,37605,,26664,
WASP-44 b,0.88769,0.0347371,2.4238039,0,90,2455434.376,138.8,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,1.14,,WASP-44,0.951,0.927,5410,,,,
CoRoT-12 b,0.916321,0.0401409,2.828042,0.07,105,2454398.717,125.5,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..97G,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..97G,1.44,1150,CoRoT-12,1.078,1.116,5675,,,,
CoRoT-1 b,1.02603,0.0253191,1.5089557,0,90,2454159.4532,188,Barge 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,Barge 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,1.49,,CoRoT-1,0.95,1.11,5950,,,,
HD 125612 c,0.0580667,0.0522124,4.15474,0.27499,103.511,2454420.17287,7.165,Lo Curto 2010 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,,54.2005,HD 125612,1.1,1.0426,5897,125612,,70123,
GJ 581 b,0.0499019,0.0406125,5.36865,0.031,251,2454753.95,12.65,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Bonfils 2005,http://adsabs.harvard.edu/abs/2005A%26A...443L..15B,,6.24532,GJ 581,0.31,0.299,3498,,,74995,581
HD 102117 b,0.169756,0.152077,20.8133,0.121,279,2450942.2,11.98,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,,39.6983,HD 102117,1.083,1.13334,5695.18,102117,,57291,
HD 189733 b,1.14039,0.0309953,2.21857567,0,90,2454279.436714,205,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,1.138,19.4515,HD 189733,0.806,0.756,5040,189733,,98505,4130
HD 108863 b,2.76572,1.45325,443.4,0,177,2455516,45.2,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,139.005,HD 108863,2.08,7.27656,4919,108863,,61020,
HD 1502 b,2.9072,1.27206,431.8,0.101,219,2455227,60.7,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,159,HD 1502,1.47,4.48335,4984,1502,,1547,
HD 142022 b,4.46762,2.93163,1928,0.53,170,2450941,92,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,,34.3289,HD 142022,0.9,1.09856,5499,142022,,79242,606.1
WASP-72 b,1.40552,0.036575,2.216726,0,90,2455583.6557,181.3,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,1.01,250,WASP-72,1.327,1.71,6250,,,,
HD 212771 b,2.70016,1.16471,373.3,0.111,55,2454947,58.2,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,131.062,HD 212771,1.51,4.00571,5091,212771,,110813,
HD 134987 b,1.56347,0.807929,258.18,0.233,352.7,2450071,49.5,Jones 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403.1703J,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,,26.2055,HD 134987,1.054,1.16572,5749.68,134987,5657,74500,579.4
HD 187123 c,1.9422,4.83146,3805.6705,0.252086,242.973,2453580.036,25.4708,Wright 2009,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,,48.2626,HD 187123,1.037,1.14277,5814.99,187123,,97336,
HD 101930 b,0.299187,0.302019,70.459999,0.11,251,2453145,18.1,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,,29.2056,HD 101930,0.74,1.19859,5079,101930,,57172,
Kepler-46 c,,0.280101,57.011,0.0146,298,2455053.2826,,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,,855,Kepler-46,0.902,0.953491,5155,,,,
HD 131664 b,18.3282,3.17098,1951,0.638,149.7,2452060,359.5,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,,56.2746,HD 131664,1.1,1.06217,5886,131664,,73408,
HIP 57050 b,0.297735,0.163506,41.397,0.314,238.1,2451544.1,37.8,Haghighipour 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..271H,Haghighipour 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..271H,,11,HIP 57050,0.34,,3190,,,57050,
Kepler-9 d,,0.0266925,1.592851,0,90,2455015.0934,,Torres 2011,http://adsabs.harvard.edu/abs/2011ApJ...727...24T,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,0.146311,,Kepler-9,1,1.1,,,,,
Kepler-49 b,,0.0598092,7.2037945,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.242446,,Kepler-49,0.55,0.53,3974,,,,
WASP-67 b,0.418184,0.0517914,4.61442,0,90,2455824.3742,56,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.4,225.002,WASP-67,0.87,0.87,5200,,,,
HD 147018 c,6.59355,1.92274,1008,0.133,226.9,2455301,141.2,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,,42.9553,HD 147018,0.927,1.05268,5441,147018,,80250,
Kepler-32 b,0,0.0520435,5.90124,0,90,2454974.902,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.1963,303,Kepler-32,0.54,0.53,3793,,,,
HD 92788 b,3.56392,0.951142,325.81,0.334,276.4,2450759.2,106,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,,35.461,HD 92788,1.078,0.813756,5836.08,92788,,52409,
Kepler-83 c,,0.125924,20.09,,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.211,,Kepler-83,0.66,0.61,4648,,,,
CoRoT-26 b,0.478732,0.052477,4.20474,0,90,2454573.6299,56.9,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,1.26,1670,CoRoT-26,1.09,1.79,5590,,,,
HAT-P-12 b,0.210772,0.0383737,3.2130598,0,90,2454419.195596,35.8,Hartman 2009,http://adsabs.harvard.edu/abs/2009ApJ...706..785H,Hartman 2009,http://adsabs.harvard.edu/abs/2009ApJ...706..785H,0.959,142.5,HAT-P-12,0.73,0.701,4650,,,,
HD 154857 b,2.33267,1.29206,409,0.47,59,2450346,50.4,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M,,64.2261,HD 154857,1.718,1.7603,5605,154857,,84069,
Kepler-25 c,0,0.113953,12.720359,0,90,2454986.0871,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.401105,,Kepler-25,1.22,1.36,6190,,,,
HD 163607 b,0.768857,0.359201,75.29,0.73,78.7,2454185,51.1,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,68.9998,HD 163607,1.09,1.69594,5543,163607,,87601,
HATS-2 b,1.34754,0.0229834,1.354133,0,90,2455954.58576,268.9,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140,1.168,360,HATS-2,0.882,0.898,5227,,,,
HD 19994 b,1.32681,1.30567,466.2,0.266,346,2453757,29.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,22.5785,HD 19994,1.365,1.40403,6188.02,19994,,14954,
WASP-29 b,0.242938,0.0456587,3.922727,0.03,90,2455321.215,35.6,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,0.792,70,WASP-29,0.825,0.808,4800,,,,
OGLE-TR-182 b,1.02162,0.0513517,3.9791,0,90,2454270.572,120,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,1.13,,OGLE-TR-182,1.14,1.14,5924,,,,
HD 85512 b,0.0113953,0.260405,58.43,0.11,178,2455250.015,0.769,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,,11.152,HD 85512,0.69,0.881928,4715,85512,,48331,
HD 106252 b,6.95913,2.61147,1531,0.482,292.8,2453397.5,138.8,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F,,37.7074,HD 106252,1.007,1.12257,5869.88,106252,,59610,
18 Del b,10.298,2.58655,993.3,0.08,166.1,2451672,119.4,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,,75.3012,18 Del,2.33,9,5076,199665,8030,103527,
Kepler-54 c,,0.0822829,12.0717249,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2012,http://arxiv.org/abs/1202.5852,0.109635,,Kepler-54,0.51,0.5,3705,,,,
Kepler-33 b,,0.0677431,5.66793,0,90,2454964.8981,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.155094,,Kepler-33,1.291,1.82,5904,,,,
Kepler-34 b,0.22,0.86856,288.822,0.182,7.90716,2454890.1,,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,0.764,,Kepler-34,1.0479,1.1618,,,,,
HD 171028 b,1.98809,1.31895,550,0.59,304,2454187,60.6,Santos 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.112S,Santos 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..647S,,109.89,HD 171028,1.01,2.14418,5671,171028,,,
WASP-1 b,0.827536,0.0385203,2.5199449,0,90,2454005.75196,109.4,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,1.516,408.163,WASP-1,1.2,1.517,6110,,,,
XO-5 b,1.15082,0.0508651,4.1877537,0,90,2454485.66842,145,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,1.03,270.27,XO-5,1,1.05,5510,,,,
HAT-P-3 b,0.595021,0.0388252,2.899703,0,90,2454218.7594,89.1,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2007,http://adsabs.harvard.edu/abs/2007ApJ...666L.121T,0.899,138.696,HAT-P-3,0.928,0.833,5185,,,,
upsilon And d,4.11582,2.52452,1278.1218,0.267395,269.685,2453937.728,66.6805,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,,13.4916,upsilon And,1.31,1.383,6212.65,9826,458,7513,61
